Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",League,Main Position,Keep
Y. Tielemans,Aston Villa,Aston Villa,"LDMF, AMF, LCMF",28,25000000,30/06/2028,17,1415,0,1.4,3,1.72,16.22,52.55,Belgium,"Belgium, Congo DR",right,176,72,no,6.74,5.6,55.68,1.84,48.28,0.13,0.19,0.57,3.5,5.16,1.59,0,0,0,0,1.91,0,0,0,0.09,0,0,16,1.02,25,0,0.19,1.27,45,0.89,35.71,0.38,66.67,0.25,1.27,80,5.72,54.44,1.34,1.14,0.25,35.3,0.45,1.59,47.83,84.84,16.47,71.81,5.66,95.51,17.81,92.5,42.74,89.29,3.82,48.33,17.48,33.06,0.11,1.02,0.06,0,0.06,100,0.57,6.87,71.3,2.99,57.45,1.14,27.78,1.27,0.57,6.55,80.58,0,,0,,0,0,0,0,,,1.14,,,0.64,0,0,1.21,0,0,England Premier League 2025-26,LDMF,Keep
T. Arokodare,Wolverhampton Wanderers,Wolverhampton Wanderers,CF,25,5500000,30/06/2029,26,1412,2,5.6,1,0.45,27.92,36.99,Nigeria,Nigeria,right,197,100,no,3.57,1.59,80,10.77,49.7,0,0,0.06,2.29,2.82,0.83,1,0.06,0,0,1.4,0.13,2,0.13,0.36,1,0.06,33,2.1,36.36,6.061,0.06,0.06,0,0,0,0.06,0,0,1.4,40.91,8.67,17.65,3.89,0.51,0,8.99,2.68,0.7,12.37,74.23,1.91,46.67,3.89,85.25,3.25,76.47,11.98,76.06,0.32,20,12.02,7.12,0.03,0.51,0.06,0,0.06,100,0.45,0.7,72.73,0.19,66.67,0.06,100,0.57,0,0.89,28.57,0,,0,,0,0,0,0,,,0,,,0.06,0.06,0,0,1,0,England Premier League 2025-26,CF,Keep
W. Hughes,Crystal Palace,Crystal Palace,"LCMF, RCMF",30,9000000,30/06/2027,26,1406,0,1.17,0,2.44,13.95,49.54,England,England,left,185,74,no,6.66,4.86,53.95,2.56,40,0.64,0.8,0.19,3.39,4.24,1.15,6,0.38,0,0,0.9,0,0,0,0.08,0,0,17,1.09,0,0,0,1.22,26.32,0.7,45.45,0.51,0,0.13,0.96,60,3.65,52.63,0.9,0.58,0.13,23.36,0.19,0.96,34.63,82.81,12.23,73.82,4.86,97.37,11.07,92.49,30.6,87.87,2.82,52.27,17.78,21.34,0.16,1.02,0,0.06,0,0,0.26,5.76,76.67,2.24,57.14,0.32,20,0.9,0.32,5.38,73.81,0,,0,,0,0,0,0,,,0.51,,,0.58,0,0,1.15,0,0,England Premier League 2025-26,LCMF,Keep
M. Dami Mane,Wolverhampton Wanderers,Wolverhampton Wanderers,"LCMF, AMF, RCMF",18,0,30/06/2029,19,1401,2,1.73,1,1.23,22.81,38.59,England,England,unknown,0,0,no,4.69,4.3,59.7,1.93,23.33,0.06,0.07,0.06,2.06,2.35,1.35,0,0,0,0,3.85,0.13,2,0.13,0.11,0,0,29,1.86,37.93,6.897,0.06,2.18,32.35,1.22,36.84,0.9,28.57,0.19,4.75,48.65,14.33,36.32,1.61,2.76,0.45,13.75,0.58,2.31,19.46,72.28,6.81,58.49,3.92,96.72,5.27,73.17,16.19,78.97,1.09,52.94,17.03,21.68,0.08,0.58,0.13,0,0.19,66.67,0.32,1.86,51.72,2.31,44.44,0.39,83.33,0.58,0.77,3.34,67.31,0,,0,,0,0,0,0,,,0.26,,,0.64,0.13,0,0.58,0,0,England Premier League 2025-26,LCMF,Keep
N. Okafor,Leeds United,Leeds United,"LWF, LW, CF",25,20000000,30/06/2029,23,1398,4,4.62,0,1.39,21.31,37.46,Switzerland,Switzerland,right,185,85,no,4.51,4.06,57.14,2,32.26,0.71,0.92,0.06,1.48,1.93,1.03,3,0.19,0,0,4.25,0.26,4,0.26,0.3,0,0,21,1.35,42.86,19.048,0,2.38,29.73,2.38,29.73,0,0,0.58,6.31,46.94,12.94,32.84,2.64,3.03,0.52,13.58,1.42,0.71,18.54,71.18,4.57,63.38,4.12,87.5,6.37,67.68,14.68,77.19,1.55,75,16.46,20.73,0.09,0.77,0,0,0,0,0.45,1.8,78.57,2.32,50,0.06,0,0.97,0.77,3.22,80,0,,0,,0,0,0,0,,,0.13,,,0,0,0,0,0,0,England Premier League 2025-26,LWF,Keep
I. Maatsen,Aston Villa,Aston Villa,LB,23,40000000,30/06/2030,23,1396,0,0.73,1,1.57,19.92,48.87,Netherlands,"Netherlands, Suriname",left,178,57,no,10.12,8.57,63.16,1.74,51.85,0,0,0,4.71,7.13,0.64,2,0.13,0,0,2.51,0,0,0,0.05,0,0,15,0.97,26.67,0,0.06,3.42,20.75,3.35,19.23,0.06,100,0.71,3.29,47.06,6.7,38.46,2.9,2.13,0.52,31.4,1.1,0.97,41.91,82.62,13.35,80.68,9.22,95.8,11.93,80.54,36.3,89.7,2.32,61.11,15.82,21.75,0.1,0.77,0,0,0,0,0.32,3.35,73.08,2.45,44.74,0.26,50,0.84,0.64,6.12,67.37,0,,0,,0,0,0,0,,,0.9,,,0,0,0,0.39,0,0,England Premier League 2025-26,LB,Keep
I. Gruev,Leeds United,Leeds United,"LCMF, DMF",25,5000000,30/06/2027,20,1383,0,0.17,3,0.92,12.04,51.89,Bulgaria,"Bulgaria, Germany",left,185,72,no,6.64,6.38,55.1,2.47,42.11,0.39,0.44,0.39,2.73,3.06,1.04,3,0.2,0,0,0.26,0,0,0,0.01,0,0,4,0.26,0,0,0.2,0.46,42.86,0.33,40,0.13,50,0.13,0.2,33.33,1.37,38.1,0.46,0.33,0,22.97,0,0.52,33.32,89.65,8.46,76.92,6.44,94.95,12.17,94.12,31.17,91.86,1.69,61.54,14.92,22.49,0.06,0.39,0,0,0,0,0.26,2.6,82.5,0.78,66.67,0.13,50,0.46,0.2,3.58,63.64,0,,0,,0,0,0,0,,,1.04,,,0.65,0,0,0.26,0,0,England Premier League 2025-26,LCMF,Keep
C. Baleba,Brighton,Brighton,"RDMF, DMF",22,0,30/06/2028,24,1372,0,0.25,0,0.15,16.66,55.12,Cameroon,Cameroon,left,179,77,no,9.64,8.07,61.79,2.43,51.35,0.39,0.54,0.13,4.26,5.87,1.71,5,0.33,0,0,0.39,0,0,0,0.02,0,0,15,0.98,6.67,0,0,0.07,0,0,0,0.07,0,0,0.52,62.5,3.94,46.67,0.26,1.12,0.13,23.62,0,1.05,34.57,86.15,7.94,63.64,9.38,96.5,11.55,92.05,31.55,89.6,2.95,51.11,16.63,29.78,0.01,0.26,0,0,0.2,0,0,4.4,67.16,0.85,15.38,0.79,16.67,0.26,0,3.61,52.73,0,,0,,0,0,0,0,,,1.51,,,0,0,0,0,0,0,England Premier League 2025-26,RDMF,Keep
C. Palmer,Chelsea,Chelsea,"AMF, RAMF",23,0,30/06/2033,18,1369,9,7.11,1,0.96,13.87,46.45,England,England,left,189,74,no,3.68,3.02,69.57,0.26,0,0,0,0,1.58,2.54,0.79,4,0.26,0,0,3.81,0.59,4,0.26,0.47,0,0,39,2.56,46.15,23.077,0.07,1.84,25,1.05,18.75,0.79,33.33,0.53,3.02,56.52,9.01,43.07,3.29,3.02,0.66,27.61,0.79,1.38,35.3,81.38,9.27,61.7,8.02,91.8,11.18,88.82,31.69,86.51,1.84,46.43,17.58,28.19,0.06,0.59,0,0.07,0.59,77.78,0.39,4.67,70.42,2.89,52.27,0.66,70,1.58,0.46,4.73,72.22,0,,0,,0,0,0,0,,,0.99,,,0.2,0.2,33.33,0.07,5,100,England Premier League 2025-26,AMF,Keep
A. Gray,Tottenham Hotspur,Tottenham Hotspur,"LDMF, RB, RDMF",19,18000000,30/06/2030,19,1359,2,1.52,2,1.15,10.66,40.99,England,"England, Scotland",right,183,70,no,5.23,3.05,56.52,1.59,37.5,0.46,0.63,0.33,3.05,4.12,0.66,5,0.33,0,0,1.26,0.13,2,0.13,0.1,1,0.07,8,0.53,37.5,25,0.13,0.86,46.15,0.13,50,0.73,45.45,0.2,1.13,58.82,4.64,27.14,1.13,1.06,0.2,20.79,0.26,0.13,28.74,84.56,9.67,73.29,4.64,94.29,9.87,89.26,24.77,89.84,3.11,53.19,18.25,35.19,0.08,0.2,0,0,0.07,0,0.2,3.71,69.64,0.99,53.33,0.26,0,0.13,0.33,4.5,67.65,0,,0,,0,0,0,0,,,1.06,,,0,0,0,0,0,0,England Premier League 2025-26,LDMF,Keep
B. Brobbey,Sunderland,Sunderland,CF,24,35000000,30/06/2029,22,1337,5,3.47,1,0.85,21.14,31.21,Netherlands,"Netherlands, Ghana",right,180,78,no,2.42,1.82,59.26,6.33,30.85,0.13,0.17,0.27,1.21,1.56,1.01,3,0.2,0,0,1.08,0.34,5,0.34,0.23,2,0.13,19,1.28,57.89,26.316,0.07,0.07,0,0,0,0.07,0,0,1.14,29.41,8.01,31.09,2.42,0.27,0,5.52,0.81,1.68,9.22,75.18,1.41,57.14,2.36,85.71,2.63,74.36,9.02,76.87,0.13,0,12.38,3.3,0.06,0.34,0.07,0,0,0,0.27,0.74,45.45,0.34,80,0,0,0.54,0,0.54,25,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
S. Lukić,Fulham,Fulham,"RDMF, RCMF",29,10000000,30/06/2027,19,1335,1,1.81,2,1.38,14.83,49.55,Serbia,Serbia,right,183,77,no,7.55,7.28,55.56,3.17,40.43,0,0,0.4,3.51,4.66,2.56,6,0.4,0,0,0.88,0.07,1,0.07,0.12,1,0.07,10,0.67,30,10,0.13,0.81,50,0.07,100,0.74,45.45,0.07,0.34,80,3.17,44.68,1.75,1.48,0.34,21.91,0.34,1.28,30.74,87.94,6.67,82.83,7.75,94.78,9.51,91.49,29.19,89.61,0.74,63.64,14.63,15.09,0.09,1.08,0,0.07,0,0,0.2,3.3,85.71,0.74,81.82,0.13,50,0.67,0.4,3.37,64,0,,0,,0,0,0,0,,,0.34,,,0.47,0,0,2.16,0,0,England Premier League 2025-26,RDMF,Keep
J. Lerma,Crystal Palace,Crystal Palace,"LCMF, RCB, RCMF",31,20000000,30/06/2026,23,1334,0,1.33,2,0.65,14.91,48.87,Colombia,Colombia,right,179,70,no,6,4.18,56.45,5.73,54.12,0.07,0.08,0.13,3.58,4.47,1.21,6,0.4,0,0,0.94,0,0,0,0.09,0,0,13,0.88,46.15,0,0.13,0.67,40,0.27,50,0.4,33.33,0.13,0.34,80,1.96,37.93,1.08,0.4,0,25.3,0.13,0.74,39.13,81.38,14.1,69.86,5.26,91.03,14.3,90.09,34.41,86.08,4.12,49.18,18.23,30.87,0.04,0.47,0.07,0,0.07,0,0.2,6.07,68.89,1.82,33.33,0.4,0,0.47,0.27,7.15,66.98,0,,0,,0,0,0,0,,,0.88,,,0,0,0,0,0,0,England Premier League 2025-26,LCMF,Keep
A. Elanga,Newcastle United,Newcastle United,"RWF, RW, CF",23,22000000,30/06/2028,25,1330,0,1.45,1,1.53,17.05,42.86,Sweden,"Sweden, Cameroon",right,178,75,no,3.92,3.18,70.21,2.37,42.86,0,0,0.07,1.69,2.53,0.47,0,0,0,0,3.99,0,0,0,0.1,0,0,13,0.88,30.77,0,0.07,4.74,28.57,0.47,14.29,4.26,30.16,0.68,4.67,50.72,9.61,38.03,3.11,2.37,0.54,23.08,1.49,1.22,28.08,74.46,5.28,69.23,7.31,95.37,8.53,65.87,22.94,84.37,0.61,44.44,16.54,15.2,0.1,0.88,0,0,0.07,0,0.68,1.83,77.78,4.06,40,0.07,0,0.95,1.35,4.26,79.37,0,,0,,0,0,0,0,,,0.2,,,0,0,0,0.81,0,0,England Premier League 2025-26,RWF,Keep
K. Lewis-Potter,Brentford,Brentford,"RAMF, LAMF, LB",25,15000000,30/06/2031,27,1326,3,2.43,1,1.2,13.98,50,England,England,right,170,66,no,6.38,5.16,69.74,1.83,29.63,0.07,0.09,0.07,2.71,3.44,0.75,1,0.07,0,0,2.1,0.2,3,0.2,0.16,1,0.07,20,1.36,35,15,0.07,2.17,37.5,1.29,42.11,0.88,30.77,0.2,1.7,48,5.5,41.98,2.38,1.63,0.2,15.95,1.56,1.49,21.38,77.14,7.26,69.16,4.82,95.77,5.43,75,16.15,87.82,3.33,51.02,18.39,24.78,0.08,0.61,0.14,0,0,0,0.34,2.1,45.16,1.7,56,0.48,28.57,0.61,0.68,4.07,73.33,0,,0,,0,0,0,0,,,0.14,,,0.27,0.27,25,0.14,0,0,England Premier League 2025-26,RAMF,Keep
J. Doku,Manchester City,Manchester City,"LW, LWF",23,65000000,30/06/2028,21,1319,1,1.46,4,2.99,30.5,44.3,Belgium,"Belgium, Ghana",right,173,77,no,3.89,3.89,56.14,0.82,25,0.2,0.32,0,1.5,2.35,1.16,0,0,0,0,8.6,0.07,1,0.07,0.1,0,0,18,1.23,44.44,5.556,0.27,4.16,31.15,3.75,29.09,0.41,50,0.41,12.08,55.37,22.65,45.18,6.14,7.37,0.55,27.29,1.84,2.66,34.94,80.86,5.6,76.83,11.39,94.01,11.67,76.02,30.64,87.53,0.27,75,17.29,6.57,0.2,1.91,0.07,0,0.2,33.33,1.3,2.12,90.32,4.37,64.06,0.2,33.33,2.87,1.09,4.37,92.19,0,,0,,0,0,0,0,,,0,,,0,0,0,0.07,0,0,England Premier League 2025-26,LW,Keep
T. Castagne,Fulham,Fulham,"RB, RWB",30,17000000,30/06/2027,22,1313,0,0.94,0,0.14,11.72,43.86,Belgium,Belgium,right,185,80,no,8.36,5.48,48.75,3.22,36.17,0.62,0.83,0.34,5.07,6.83,0.96,3,0.21,0,0,1.78,0,0,0,0.06,0,0,7,0.48,42.86,0,0,2.26,54.55,0.41,50,1.85,55.56,0.14,0.62,55.56,1.17,35.29,1.37,0.82,0.21,27.76,1.37,0.21,35.3,84.08,10.76,71.97,6.79,96.97,10.42,88.16,29.68,88.68,3.36,63.27,14.87,15.9,0.01,0.21,0.07,0,0,0,0.14,1.92,67.86,2.33,55.88,0.07,0,0.34,1.1,5.96,60.92,0,,0,,0,0,0,0,,,0.62,,,0,0,0,0,0,0,England Premier League 2025-26,RB,Keep
M. de Ligt,Manchester United,Manchester United,"CB, RCB",26,65000000,30/06/2029,13,1311,1,1.52,0,0.08,13.39,66.15,Netherlands,Netherlands,right,189,89,no,7.62,4.87,78.87,5.22,56.58,0.07,0.1,0.55,3.71,5.45,0.41,0,0,0,0,0.62,0.07,1,0.07,0.1,1,0.07,8,0.55,37.5,12.5,0,0.62,66.67,0.07,100,0.55,62.5,0,0.14,0,0.76,36.36,0.82,0.14,0,26.7,0.14,0.34,41.46,89.07,12.56,74.86,3.02,97.73,22.38,96.93,37.76,92.73,3.09,48.89,20.24,41.33,0.01,0.14,0,0,0,0,0.07,2.88,64.29,1.24,38.89,0.55,50,0.21,0.48,5.63,58.54,0,,0,,0,0,0,0,,,1.72,,,0,0,0,0,0,0,England Premier League 2025-26,CB,Keep
B. Johnson,Crystal Palace,Crystal Palace,"AMF, RAMF, LWF",24,48000000,30/06/2030,26,1311,2,1.87,1,1.27,11.05,44.1,England,"England, Wales",right,186,73,no,4.67,3.5,56.86,1.17,41.18,0.21,0.29,0.21,2.47,3.52,0.69,4,0.27,0,0,2.47,0.14,2,0.14,0.13,0,0,14,0.96,35.71,14.286,0.07,2.68,33.33,0.96,42.86,1.72,28,0.48,2.47,50,4.26,40.32,2.61,1.51,0.55,14.28,1.17,0.62,19.15,66.31,4.6,49.25,5.15,93.33,5.35,60.26,14.69,75.7,1.92,39.29,20.49,25.5,0.09,0.76,0,0,0.07,0,0.62,2.2,46.88,2.27,42.42,0.07,0,0.82,1.03,3.71,59.26,0,,0,,0,0,0,0,,,0.34,,,0.14,0,0,0.69,0,0,England Premier League 2025-26,AMF,Keep
P. Sarr,Tottenham Hotspur,Tottenham Hotspur,"RCMF, LDMF, LCMF",23,45000000,30/06/2030,20,1310,2,1.57,3,0.09,15.8,47.39,Senegal,Senegal,right,184,70,no,7.9,5.7,63.86,4.74,39.13,0.34,0.51,0.55,3.92,5.8,1.51,2,0.14,0,0,1.1,0.14,2,0.14,0.11,2,0.14,12,0.82,50,16.667,0.21,0.55,12.5,0.27,0,0.27,25,0.14,0.62,88.89,3.57,38.46,1.44,1.1,0.27,22.47,0.89,0.82,33.11,85.89,9.14,80.45,6.8,92.93,10.58,89.61,30.92,88.22,1.65,66.67,15.29,24.66,0.01,0.14,0,0,0.07,100,0.14,3.98,82.76,0.82,50,0.14,50,0.55,0.07,3.85,66.07,0,,0,,0,0,0,0,,,0.76,,,0,0,0,0,0,0,England Premier League 2025-26,RCMF,Keep
R. Kolo Muani,Tottenham Hotspur,Tottenham Hotspur,"CF, LAMF",27,45000000,30/06/2028,21,1306,1,2.27,0,0.84,23.64,38.78,France,"France, Congo DR",right,187,73,yes,4.75,5.93,58.14,4.41,29.69,0,0,0.07,1.31,1.81,2.27,2,0.14,0,0,1.72,0.07,1,0.07,0.16,0,0,12,0.83,25,8.333,0,0.55,50,0.21,33.33,0.34,60,0.21,3.1,40,9.65,32.86,3.03,1.72,0.34,10.41,1.17,0.83,13.92,73.27,3.1,57.78,3.1,77.78,3.86,85.71,13.09,74.74,0.28,50,14.54,5.38,0.06,0.69,0.14,0.07,0.07,0,0.41,1.17,70.59,1.17,70.59,0.07,0,0.62,0.28,1.93,60.71,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
L. Miley,Newcastle United,Newcastle United,"RCMF, RB, LCMF",19,22000000,30/06/2029,19,1304,1,1.11,3,1.79,12.91,58.29,England,England,right,185,65,no,7.11,4.83,64.29,3.66,71.7,0.21,0.31,0.14,3.8,5.63,0.28,0,0,0,0,0.97,0.07,1,0.07,0.08,0,0,10,0.69,40,10,0.21,1.1,25,0.07,100,1.04,20,0.14,0.48,85.71,2.76,42.5,1.38,0.83,0.14,32.92,0.55,0.28,45,91.26,13.18,85.86,8.28,99.17,13.73,90.45,42.65,93.69,1.31,63.16,14.92,16.06,0.12,0.76,0.07,0,0,0,0.14,5.73,90.36,1.59,43.48,0.07,100,0.55,0.35,4.62,77.61,0,,0,,0,0,0,0,,,0.97,,,0.07,0,0,1.17,0,0,England Premier League 2025-26,RCMF,Keep
O. Hutchinson,Nottingham Forest,Nottingham Forest,"RAMF, RW",22,7000000,30/06/2030,22,1303,1,2.34,3,2.45,21.07,41.97,England,"England, Jamaica",left,174,67,no,6.35,5.8,59.52,1.66,4.17,0.07,0.09,0,2.83,3.8,1.17,0,0,0,0,6.35,0.07,1,0.07,0.16,0,0,22,1.52,40.91,4.545,0.21,5.8,41.67,0.76,27.27,5.04,43.84,1.04,6.84,47.47,12.09,40.57,3.8,3.18,0.41,22.86,1.31,0.97,31.63,77.07,5.11,67.57,10.02,93.1,9.53,64.49,24.31,86.65,1.73,60,16.4,23.92,0.17,1.38,0,0,0.14,50,0.83,1.45,66.67,5.46,54.43,0.14,50,1.04,2.42,4.83,75.71,0,,0,,0,0,0,0,,,0,,,0.21,0.07,100,2.42,0,0,England Premier League 2025-26,RAMF,Keep
H. Ekdal,Burnley,Burnley,"CB, RCB",27,7000000,30/06/2027,15,1303,0,0.65,0,0.03,11.47,63.25,Sweden,Sweden,right,187,80,no,7.53,3.94,73.68,4.9,57.75,0.07,0.08,0.62,4.56,5,0.35,0,0,0,0,0.21,0,0,0,0.04,0,0,7,0.48,14.29,0,0,0.07,0,0,0,0.07,0,0,0.14,100,0.69,60,1.11,0.35,0,20.79,0,0.21,32.67,85.41,11.4,70.91,2.83,95.12,14.23,97.57,28.6,89.86,4.01,55.17,18.43,31.92,0,0.14,0,0,0,0,0,3.04,59.09,0.28,50,0.14,50,0.21,0,5.04,47.95,0,,0,,0,0,0,0,,,1.8,,,0,0,0,0,0,0,England Premier League 2025-26,CB,Keep
J. Murphy,Newcastle United,Newcastle United,"RWF, RW",31,15000000,30/06/2027,24,1293,3,2.66,1,3.07,12.95,48.39,England,"England, Republic of Ireland",right,179,74,no,4.94,4.39,60.32,1.11,18.75,0.07,0.1,0.14,2.23,3.16,0.28,1,0.07,0,0,4.94,0.21,3,0.21,0.18,0,0,34,2.37,29.41,8.824,0.07,6.47,33.33,0.14,50,6.26,33.33,1.04,2.85,65.85,6.06,47.13,2.92,1.74,0.21,24.71,1.46,0.49,31.32,67.33,6.26,60,5.43,91.03,12.32,62.15,23.18,77.78,2.23,53.13,20.88,29.22,0.21,1.32,0,0.07,0.21,100,0.7,2.92,64.29,5.64,50.62,0.49,85.71,2.02,1.88,6.61,75.79,0,,0,,0,0,0,0,,,0,,,0.14,0,0,0.28,0,0,England Premier League 2025-26,RWF,Keep
L. Foster,Burnley,Burnley,CF,25,13000000,30/06/2028,21,1291,3,2.13,0,0.98,20.36,34.59,South Africa,South Africa,right,185,82,no,3.76,3.83,56.36,6.76,29.9,0,0,0.14,1.6,1.81,1.39,3,0.21,0,0,0.84,0.21,3,0.21,0.15,0,0,15,1.05,33.33,20,0,0.35,0,0.07,0,0.28,0,0,0.77,63.64,5.72,32.93,2.79,0.91,0.28,11.01,1.88,0.91,15.96,72.93,2.51,61.11,5.16,87.84,3.21,69.57,15.2,75.69,0.42,33.33,12.36,13.61,0.07,0.49,0,0.07,0.07,0,0.14,0.84,58.33,1.05,26.67,0.07,0,0.63,0,1.12,68.75,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
Rodri,Manchester City,Manchester City,DMF,29,0,30/06/2027,17,1290,1,0.64,0,0.95,14.02,61.69,Spain,Spain,right,191,82,no,7.33,5.02,68.06,2.86,70.73,0.21,0.33,0.14,3.7,5.85,0.77,2,0.14,0,0,0.84,0.07,1,0.07,0.04,1,0.07,11,0.77,18.18,9.091,0,0.49,57.14,0.21,66.67,0.28,50,0.07,0.42,83.33,3.77,55.56,0.91,1.26,0.14,63.63,0.21,1.67,80.09,92.25,21.21,83.88,10.4,98.66,35.79,96.1,72.42,94.61,7.19,70.87,17.99,32.5,0.07,0.91,0.07,0.07,0.28,25,0.42,11.16,90.63,1.81,57.69,0.84,41.67,0.91,0.28,10.4,81.21,0,,0,,0,0,0,0,,,0.84,,,0,0,0,0,0,0,England Premier League 2025-26,DMF,Keep
K. Darlow,Leeds United,Leeds United,GK,35,300000,30/06/2026,13,1287,0,0,0,0,0.84,91.67,England,"England, Wales",right,190,88,no,1.82,0,0,0.63,100,0,0,0,1.82,2.31,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,50,0,0,0,20.84,0.07,0.21,28.32,84.94,16.36,76.5,0,0,10.77,98.05,14.9,97.65,13.29,71.58,34.37,50.76,0,0,0,0,0,0,0,4.48,56.25,0.28,0,0.7,30,0.07,0,9.72,84.89,19,1.33,57,3.99,1,66.67,16.35,1.14,-2.65,-0.185,0,1.96,0.63,,,,0,0,0,England Premier League 2025-26,GK,Keep
J. Bijol,Leeds United,Leeds United,"CB, LCB",27,15000000,30/06/2030,16,1282,1,1.21,1,0,13.27,60.32,Slovenia,Slovenia,right,190,85,no,8.35,5.05,68.06,5.69,51.85,0.49,0.58,0.35,4.42,5.18,0.84,2,0.14,0,0,0.56,0.07,1,0.07,0.08,1,0.07,10,0.7,60,10,0.07,0.14,0,0.07,0,0.07,0,0,0.21,66.67,0.63,66.67,1.54,0.84,0,31.03,0,0.42,43.46,88.53,16.22,75.76,5.05,98.61,18.04,96.89,37.77,93.49,5.55,56.96,21.2,40.08,0,0,0,0,0,0,0,4.91,61.43,0.42,33.33,0.7,40,0.42,0,5.9,70.24,0,,0,,0,0,0,0,,,4.28,,,0,0,0,0,0,0,England Premier League 2025-26,CB,Keep
M. De Cuyper,Brighton,Brighton,"LB, LAMF",25,9000000,30/06/2030,23,1279,2,1.08,1,2.24,11.89,49.7,Belgium,Belgium,left,182,72,no,5.77,5.42,59.74,1.83,30.77,0,0,0.14,2.53,3.55,1.06,2,0.14,0,0,1.83,0.14,2,0.14,0.08,1,0.07,10,0.7,50,20,0.07,2.32,48.48,2.18,45.16,0.14,100,0.14,0.63,44.44,3.1,47.73,0.99,1.2,0,30.75,2.25,1.34,39.62,82.95,11.68,72.89,8.73,93.55,12.95,87.5,34.48,88.57,2.96,42.86,17.56,23.85,0.16,1.27,0,0,0.07,100,0.84,3.8,66.67,3.1,56.82,0.35,20,0.7,1.13,6.33,78.89,0,,0,,0,0,0,0,,,0.7,,,0.77,0.21,33.33,1.76,0,0,England Premier League 2025-26,LB,Keep
C. Talbi,Sunderland,Sunderland,"LW, RW, LAMF",20,0,30/06/2030,21,1264,3,1.36,1,0.44,10.18,32.87,Belgium,"Belgium, Morocco",right,175,64,no,2.99,2.71,55.26,1,7.14,0,0,0,1.5,1.81,0.21,0,0,0,0,2.49,0.21,3,0.21,0.1,0,0,16,1.14,31.25,18.75,0.07,2.63,27.03,1.28,22.22,1.35,31.58,0.28,2.78,51.28,5.13,31.94,1.99,1.99,0.5,17.94,1.07,0,23.85,77.61,3.35,68.09,8.26,91.38,7.48,71.43,20.22,85.56,1.28,50,17.85,27.81,0.03,0.43,0,0,0.07,0,0.21,1.28,61.11,2.28,43.75,0.07,0,0.5,0.71,2.92,63.41,0,,0,,0,0,0,0,,,0.36,,,0,0,0,0.07,0,0,England Premier League 2025-26,LW,Keep
