Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %",League,Main Position,Keep
J. Tchatchoua,Wolverhampton Wanderers,Wolverhampton Wanderers,"RWB, RB",24,3000000,30/06/2030,27,1827,0,0.16,1,1.77,12.96,54.37,Belgium,"Belgium, Cameroon",right,178,79,no,7.98,5.96,62.81,3,44.26,0.25,0.3,0.39,3.99,4.78,0.3,3,0.15,0,0,2.32,0,0,0,0.01,0,0,1,0.05,0,0,0.05,3.74,42.11,0,0,3.69,42.67,0.34,0.94,78.95,2.51,52.94,0.49,1.13,0.34,19.36,1.72,0.34,27,74.82,7.19,58.9,6.75,93.43,8.47,72.09,20.59,83.25,2.91,57.63,19.9,33.87,0.09,0.74,0.1,0,0,0,0.59,2.71,50.91,3.6,47.95,0.1,0,0.49,1.58,5.27,64.49,0,,0,,0,0,0,0,,,0.84,,,0,0,0,0,0,0,England Premier League 2025-26,RWB,Keep
L. Trossard,Arsenal,Arsenal,"LAMF, LWF, LW",31,35000000,30/06/2027,26,1827,5,5.11,5,2.93,17.68,46.24,Belgium,Belgium,right,172,63,no,4.98,4.24,62.79,1.48,36.67,0.15,0.23,0.1,2.17,3.36,0.64,1,0.05,0,0,4.09,0.25,5,0.25,0.25,0,0,41,2.02,26.83,12.195,0.25,3.05,35.48,2.81,33.33,0.2,50,0.34,3.79,64.94,9.85,42.5,4.48,2.27,0.39,27.44,1.43,1.48,33.99,76.96,8.08,62.2,8.77,94.38,12.17,79.35,27.59,83.04,3.5,63.38,20.33,35.59,0.14,1.08,0,0.05,0.15,0,0.64,3.15,56.25,3.99,58.02,0.59,66.67,2.17,0.99,6.4,86.15,0,,0,,0,0,0,0,,,0.39,,,0,0,0,0.2,0,0,England Premier League 2025-26,LAMF,Keep
Igor Jesus,Nottingham Forest,Nottingham Forest,CF,25,2500000,30/06/2029,28,1813,2,5.66,3,1.71,26.46,34.15,Brazil,Brazil,right,180,75,no,3.13,3.03,50.82,8.79,38.42,0.1,0.12,0.1,1.49,1.75,1.64,1,0.05,0,0,1.44,0.1,2,0.1,0.28,1,0.05,44,2.18,22.73,4.545,0.15,0.55,27.27,0.05,100,0.5,20,0.05,1.49,53.33,9.08,28.42,3.62,0.4,0.05,10.62,1.39,1.54,13.85,74.55,2.68,55.56,4.52,89.01,3.28,78.79,13.01,77.48,0.3,33.33,13.11,5.61,0.08,0.25,0,0,0.1,0,0.2,0.84,76.47,0.6,50,0.1,0,0.25,0.15,0.84,29.41,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
R. Sessegnon,Fulham,Fulham,LB,25,10000000,30/06/2026,22,1813,2,1.08,1,1.26,14.64,51.19,England,England,left,178,70,no,9.88,7.89,61.64,1.79,38.89,0.1,0.13,0.3,4.91,6.6,1.39,0,0,0,0,1.69,0.1,2,0.1,0.05,0,0,13,0.65,23.08,15.385,0.05,2.88,24.14,2.83,24.56,0.05,0,0.45,1.29,53.85,3.28,36.36,2.43,1.94,0.4,23.53,1.39,0.2,32.52,74.81,12.81,67.83,5.86,93.22,7.99,80.12,26.51,83.71,3.47,47.14,18.92,29.43,0.06,0.5,0.05,0,0.15,100,0.35,3.08,69.35,1.79,41.67,0.2,50,0.55,0.55,6.06,50,0,,0,,0,0,0,0,,,0.45,,,0,0,0,0,0,0,England Premier League 2025-26,LB,Keep
Florentino,Burnley,Burnley,"LCMF, LDMF",26,20000000,30/06/2027,24,1811,0,0.55,1,0.61,15.95,55.76,Angola,"Angola, Portugal",right,184,73,yes,11.58,9.49,63.87,2.63,45.28,0.6,0.65,0.4,4.92,5.4,1.54,4,0.2,0,0,0.45,0,0,0,0.03,0,0,7,0.35,0,0,0.05,0.5,20,0.25,20,0.25,20,0.1,0.5,70,1.99,42.5,0.25,0.55,0.1,29.52,0.05,0.35,42.49,84.44,11.78,72.15,6.11,95.12,16.15,90.77,38.42,87.19,3.58,63.89,16.15,29.23,0.03,0.4,0,0.05,0.05,0,0.2,5.17,75.96,1.39,28.57,0.55,36.36,0.3,0.15,5.37,63.89,0,,0,,0,0,0,0,,,0.6,,,0,0,0,0,0,0,England Premier League 2025-26,LCMF,Keep
I. Gueye,Everton,Everton,"LDMF, RDMF, LCMF",36,3000000,30/06/2026,20,1809,2,1.44,1,1,11.94,61.67,Senegal,Senegal,right,174,66,no,7.66,5.47,63.64,1.19,58.33,0.85,1.04,0.25,3.33,4.09,0.8,1,0.05,1,0.05,1.24,0.1,2,0.1,0.07,0,0,24,1.19,20.83,8.333,0.05,1.04,42.86,0.05,0,1,45,0.15,0.95,57.89,3.23,56.92,1.29,1.34,0.25,30.65,0.25,1.19,43.83,87.74,12.99,81.23,6.97,95,16.22,91.41,41.19,90.22,1.59,53.13,16.29,26.17,0.05,0.5,0,0.05,0.05,0,0.2,5.27,79.25,1.79,58.33,0.05,0,0.7,0.5,5.07,74.51,0,,0,,0,0,0,0,,,0.85,,,0.05,0,0,0.1,0,0,England Premier League 2025-26,LDMF,Keep
José Sá,Wolverhampton Wanderers,Wolverhampton Wanderers,GK,33,14000000,30/06/2027,18,1804,0,0,0,0,1.55,77.42,Portugal,Portugal,right,192,84,no,1.4,0.1,50,1.05,90.48,0,0,0,1.35,1.56,0,1,0.05,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0.05,100,0,0,0,13.07,0.05,0.25,19.61,82.19,11.87,71.43,0.05,0,6.74,99.26,11.23,97.78,8.38,61.31,34.12,51.13,0,0,0,0,0.05,100,0,3.19,57.81,0.25,0,0.4,37.5,0.05,0,6.59,77.27,28,1.4,77,3.84,4,63.64,27.49,1.37,-0.51,-0.025,0,2.84,1.05,,,,0,0,0,England Premier League 2025-26,GK,Keep
I. Sarr,Crystal Palace,Crystal Palace,"AMF, RW",28,18000000,30/06/2029,19,1800,7,6.54,1,0.99,14.1,43.97,Senegal,Senegal,right,185,76,no,4.8,3,70,3.45,30.43,0.1,0.13,0.2,2.6,3.25,0.5,2,0.1,0,0,1.8,0.35,5,0.25,0.33,1,0.05,30,1.5,43.33,23.333,0.05,1.3,19.23,0,0,1.25,20,0.05,1.7,52.94,6.1,42.62,2.7,2.05,0.8,15,1.2,1.65,18.4,73.91,5.1,61.76,4.15,95.18,5.35,72.9,16.5,78.79,0.75,53.33,16.71,23.22,0.05,0.4,0.05,0,0,0,0.35,1.55,67.74,1.3,34.62,0.1,0,0.65,0.15,2.2,63.64,0,,0,,0,0,0,0,,,0.05,,,0,0,0,0,2,100,England Premier League 2025-26,AMF,Keep
K. Ajer,Brentford,Brentford,"RCB, LB",27,15000000,30/06/2030,23,1798,0,1,2,0.06,15.77,55.87,Norway,Norway,right,196,84,no,8.56,5.76,71.3,5.61,49.11,0.75,0.97,0.7,3.7,4.81,1.1,2,0.1,0,0,0.35,0,0,0,0.05,0,0,10,0.5,20,0,0.1,0.45,11.11,0.15,33.33,0.3,0,0,0.45,44.44,1.95,41.03,1.4,1.15,0.15,21.82,0.7,0.3,30.38,82.37,11.61,68.97,3.05,90.16,11.31,93.81,26.28,88.19,3.65,49.32,18.6,30.82,0,0.05,0,0,0,0,0.05,3.25,56.92,0.8,43.75,0.3,66.67,0.35,0.05,4.35,67.82,0,,0,,0,0,0,0,,,0.8,,,0,0,0,0,0,0,England Premier League 2025-26,RCB,Keep
J. Todibo,West Ham United,West Ham United,"LCB, RCB",26,35000000,30/06/2027,19,1796,0,0.47,1,0.48,10.37,57.97,French Guiana,"French Guiana, France",right,190,88,no,8.02,4.21,77.38,2.91,44.83,0.05,0.06,0.55,4.71,5.35,0.3,4,0.2,1,0.05,0.3,0,0,0,0.02,0,0,2,0.1,0,0,0.05,0.05,100,0,0,0.05,100,0,0.4,50,1.35,33.33,0.25,0.8,0.05,23.45,0.1,0.15,34.83,87.19,13.68,75.82,2.26,95.56,13.93,94.96,32.57,90.92,2.2,31.82,19.04,36.71,0.02,0.15,0,0,0.1,50,0.1,3.56,59.15,0.4,75,0.3,50,0.3,0.05,4.76,57.89,0,,0,,0,0,0,0,,,1.7,,,0,0,0,0,0,0,England Premier League 2025-26,LCB,Keep
L. Hall,Newcastle United,Newcastle United,LB,21,18000000,30/06/2026,22,1794,1,0.78,1,1.89,19.41,52.71,England,England,left,179,69,no,10.18,7.73,65.58,2.21,50,0.25,0.37,0.4,4.87,7.19,0.7,3,0.15,0,0,2.61,0.05,1,0.05,0.04,0,0,17,0.85,17.65,5.882,0.05,2.91,20.69,2.56,17.65,0.25,40,0.75,2.61,67.31,7.42,42.57,1.71,1.51,0.25,36.47,0.95,1.45,46.76,83.69,17.51,81.66,9.03,93.89,13.34,83.83,40.48,90.71,3.76,49.33,18.47,37.65,0.09,0.75,0,0,0.1,100,0.3,6.97,75.54,2.36,44.68,0.4,50,0.7,0.55,8.08,78.26,0,,0,,0,0,0,0,,,0.8,,,0.35,0.05,0,1.81,0,0,England Premier League 2025-26,LB,Keep
Y. Mosquera,Wolverhampton Wanderers,Wolverhampton Wanderers,RCB,24,6000000,30/06/2030,21,1789,0,1.7,0,0.56,17.41,56.65,Colombia,Colombia,right,188,84,no,10.31,6.94,65.22,4.58,45.05,0.3,0.34,0.65,5.48,6.25,1.26,10,0.5,0,0,1.01,0,0,0,0.09,0,0,17,0.86,35.29,0,0,0.86,23.53,0.15,33.33,0.65,23.08,0.05,0.8,62.5,2.97,52.54,1.31,0.45,0.2,19.57,0.25,1.66,29.83,79.43,12.22,69.55,3.52,90,9.21,89.62,25.81,86.35,3.27,36.92,19.33,34.71,0.03,0.3,0.05,0,0.05,0,0,2.57,72.55,0.65,30.77,0.1,0,0.15,0.4,5.89,47.01,0,,0,,0,0,0,0,,,2.06,,,0,0,0,0,0,0,England Premier League 2025-26,RCB,Keep
Dango Ouattara,Brentford,Brentford,"RAMF, CF",24,0,30/06/2030,23,1781,5,5.28,2,2.34,21.02,44.23,Burkina Faso,Burkina Faso,left,177,71,no,6.17,4.09,61.73,4.55,50,0.05,0.07,0,3.59,4.83,0.96,4,0.2,0,0,3.39,0.25,5,0.25,0.27,0,0,34,1.72,41.18,14.706,0.1,2.98,16.95,0.76,13.33,2.17,16.28,0.35,4.19,51.81,9.3,41.85,3.69,1.62,0.3,13.59,2.12,1.36,19.2,59.21,5.26,50,4.35,87.21,5.66,51.79,14.76,68.49,1.72,44.12,17.43,30.12,0.12,0.71,0,0,0.1,0,0.25,1.67,54.55,2.58,33.33,0.25,40,0.66,0.56,2.98,61.02,0,,0,,0,0,0,0,,,0.05,,,0,0,0,1.01,0,0,England Premier League 2025-26,RAMF,Keep
C. Hudson-Odoi,Nottingham Forest,Nottingham Forest,"LAMF, RAMF",25,18000000,30/06/2028,27,1775,3,2.72,1,2.85,14.4,45.07,England,"England, Ghana",right,178,76,no,3.14,3.35,56.06,0.51,20,0,0,0.05,1.27,1.6,0.56,0,0,0,0,5.12,0.15,3,0.15,0.14,0,0,29,1.47,34.48,10.345,0.05,4.11,33.33,3.8,32,0.3,50,0.86,5.58,58.18,9.23,43.41,2.64,4.36,0.66,26.62,1.52,0.56,34.23,83.41,5.17,79.41,9.74,95.83,11.56,79.39,28.85,91.21,1.32,69.23,17.84,18.76,0.14,1.88,0,0.05,0.1,0,0.76,1.88,91.89,4.66,50,0.15,33.33,1.17,1.37,4.77,80.85,0,,0,,0,0,0,0,,,0.15,,,0.05,0.05,0,0.35,0,0,England Premier League 2025-26,LAMF,Keep
J. Grealish,Everton,Everton,"LAMF, LW",30,60000000,30/06/2027,20,1772,2,2.49,5,3.9,20.67,45.45,England,"England, Republic of Ireland",right,180,81,yes,4.62,3.56,61.43,1.22,20.83,0.25,0.3,0.2,2.18,2.62,0.66,4,0.2,1,0.05,4.57,0.1,2,0.1,0.13,0,0,26,1.32,34.62,7.692,0.25,2.39,34.04,2.29,33.33,0.1,50,0.46,5.64,56.76,14.02,45.65,5.13,4.83,0.2,21.69,1.12,2.79,30.68,80.63,6.86,70.37,8.63,88.24,9.14,86.11,26.77,85.58,1.57,64.52,16.42,26.76,0.2,1.78,0.15,0,0.3,33.33,0.86,2.39,72.34,1.98,58.97,0.46,33.33,1.57,1.07,4.42,72.41,0,,0,,0,0,0,0,,,0.1,,,0,0,0,0.05,0,0,England Premier League 2025-26,LAMF,Keep
Joelinton,Newcastle United,Newcastle United,LCMF,29,40000000,30/06/2028,22,1769,2,3.01,1,0.99,21.93,48.03,Brazil,Brazil,right,186,81,no,7.07,5.7,63.39,5.75,48.67,0.1,0.15,0.15,3.36,4.86,1.73,8,0.41,0,0,1.32,0.1,2,0.1,0.15,1,0.05,26,1.32,38.46,7.692,0.05,0.46,22.22,0.41,25,0.05,0,0,1.42,50,6.61,40,1.93,0.97,0.2,21.83,0.56,1.32,32.71,85.54,7.99,78.34,6.31,91.13,10.58,88.46,31.54,87.1,0.76,60,15.51,13.05,0.05,0.51,0.1,0,0.05,0,0.15,3.61,88.73,0.81,37.5,0.2,25,0.66,0.05,3.82,69.33,0,,0,,0,0,0,0,,,0.15,,,0,0,0,0,0,0,England Premier League 2025-26,LCMF,Keep
M. Kilman,West Ham United,West Ham United,"LCB, CB, RCB",28,32000000,30/06/2031,21,1768,0,1.19,0,0.14,10.54,52.17,England,"England, Ukraine",left,194,89,no,7.23,3.77,59.46,4.53,48.31,0.25,0.3,1.02,4.73,5.59,0.76,4,0.2,0,0,0.2,0,0,0,0.06,0,0,9,0.46,33.33,0,0,0.1,0,0.1,0,0,0,0,0.1,50,0.66,30.77,0.56,0.66,0.15,23.67,0.1,0.05,33.04,88.29,11.1,77.52,1.63,93.75,17.26,94.4,29.47,93.61,3.46,45.59,21.5,38.08,0.01,0.15,0,0,0,0,0.1,3.56,61.43,0.51,20,0.36,14.29,0.1,0.05,4.99,65.31,0,,0,,0,0,0,0,,,0.97,,,0,0,0,0,0,0,England Premier League 2025-26,LCB,Keep
T. Barry,Everton,Everton,CF,23,0,30/06/2029,29,1747,6,6.88,0,0.79,26.58,33.91,France,"France, Guinea",right,195,82,no,2.83,2.63,43.14,12.93,42.63,0.15,0.18,0.1,1.55,1.82,1.7,3,0.15,0,0,1.34,0.31,6,0.31,0.35,1,0.05,30,1.55,40,20,0,0.21,25,0,0,0.21,25,0,1.24,54.17,6.34,18.7,2.78,0.77,0.26,9.22,1.6,0.41,11.85,74.35,1.85,58.33,3.3,81.25,2.88,71.43,11.49,75.78,0.15,33.33,12.71,3.84,0.04,0.36,0,0,0.05,0,0.26,0.67,76.92,0.36,28.57,0.05,0,0.21,0.05,0.62,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0,England Premier League 2025-26,CF,Keep
I. Sangaré,Nottingham Forest,Nottingham Forest,RDMF,28,30000000,30/06/2028,21,1739,2,2.07,1,1.02,13.46,53.08,Côte d'Ivoire,Côte d'Ivoire,right,191,77,no,8.02,5.95,57.39,2.17,52.38,0.31,0.37,0.52,4.3,5.14,1.5,2,0.1,0,0,0.72,0.1,2,0.1,0.11,0,0,17,0.88,23.53,11.765,0.05,0.31,16.67,0,0,0.31,16.67,0,0.78,46.67,2.79,44.44,0.57,0.52,0,25.51,0,0.67,35.76,89.15,11.64,79.11,4.97,96.88,12.99,93.63,33.12,91.88,2.33,60,16.41,30.55,0.05,0.21,0,0,0.16,66.67,0.1,5.64,80.73,0.83,31.25,0.47,55.56,0.21,0.05,5.43,76.19,0,,0,,0,0,0,0,,,0.36,,,0,0,0,0,0,0,England Premier League 2025-26,RDMF,Keep
G. Rutter,Brighton,Brighton,"AMF, CF",23,18000000,30/06/2028,24,1726,2,2.88,4,2.31,24.19,37.5,France,"France, Martinique",left,182,83,no,6.21,4.43,63.53,2.71,34.62,0.47,0.68,0,2.92,4.25,1.36,2,0.1,0,0,2.97,0.1,2,0.1,0.15,0,0,29,1.51,44.83,6.897,0.21,1.1,23.81,0.42,25,0.68,23.08,0.21,4.69,40,13.82,30.19,2.66,2.24,0.63,15.85,0.89,1.62,20.96,69.15,7.35,60.99,3.29,90.48,5.84,75,18.41,73.09,1.51,51.72,17.97,23.24,0.12,0.78,0.05,0,0.68,23.08,0.78,3.81,63.01,2.35,55.56,0.89,29.41,1.25,0.37,4.07,69.23,0,,0,,0,0,0,0,,,0.42,,,0,0,0,0,0,0,England Premier League 2025-26,AMF,Keep
J. McGinn,Aston Villa,Aston Villa,"RAMF, RW, RDMF",31,30000000,30/06/2028,22,1721,3,2.29,0,1.56,17.94,41.69,Scotland,Scotland,left,178,68,no,4.45,4.13,53.16,0.99,21.05,0.05,0.08,0.26,2.2,3.27,1.15,3,0.16,0,0,2.67,0.16,3,0.16,0.12,0,0,18,0.94,38.89,16.667,0,2.2,38.1,0.68,38.46,1.46,39.29,0.26,2.41,56.52,10.51,43.28,1.73,1.2,0.37,20.92,0.63,1.93,29.97,81.85,7.84,67.33,5.33,97.06,11.56,85.52,25.21,88.17,2.56,57.14,18.37,32.81,0.08,0.94,0,0.21,0.21,50,0.31,3.71,61.97,3.24,50,0.84,43.75,0.84,0.84,4.81,76.09,0,,0,,0,0,0,0,,,0.31,,,0.58,0,0,0.99,0,0,England Premier League 2025-26,RAMF,Keep
X. Simons,Tottenham Hotspur,Tottenham Hotspur,"AMF, CF, LAMF",22,80000000,30/06/2030,23,1718,1,2.43,4,2.92,17.55,42.69,Netherlands,"Netherlands, Suriname",right,179,58,no,5.45,4.09,53.85,1.68,25,1.05,1.58,0,2.2,3.32,0.94,4,0.21,1,0.05,3.2,0.05,1,0.05,0.13,0,0,31,1.62,25.81,3.226,0.21,1.05,35,0.79,33.33,0.1,50,0.16,4.19,56.25,9.12,44.25,1.78,2.51,0.79,27.5,0.42,1.89,35.26,82.47,9.8,68.98,8.75,96.41,10.42,84.92,32.06,84.97,2.2,69.05,16.56,28.87,0.15,1.31,0.05,0.05,0.21,25,0.68,3.67,72.86,2.88,50.91,0.58,63.64,1.36,0.37,4.19,72.5,0,,0,,0,0,0,0,,,1.26,,,0.73,0.16,33.33,1.41,0,0,England Premier League 2025-26,AMF,Keep
N. Woltemade,Newcastle United,Newcastle United,CF,24,0,01/07/2031,25,1697,7,7.71,0,0.35,21.05,34.26,Germany,Germany,right,198,90,no,3.39,2.44,69.57,4.88,39.13,0.05,0.07,0.16,1.64,2.31,0.85,0,0,0,0,1.17,0.37,6,0.32,0.41,2,0.11,28,1.48,46.43,25,0,0.21,0,0.05,0,0.16,0,0,1.06,45,9.44,23.03,2.7,0.42,0.05,10.39,0.32,0.85,13.52,76.47,2.7,52.94,3.39,87.5,3.77,78.87,12.83,78.93,0.48,44.44,13.69,9.47,0.02,0.32,0,0,0,0,0.11,1.48,50,0.48,22.22,0.05,0,0.37,0,0.85,68.75,0,,0,,0,0,0,0,,,0.05,,,0,0,0,0,1,100,England Premier League 2025-26,CF,Keep
H. Barnes,Newcastle United,Newcastle United,"LWF, LW, RWF",28,35000000,30/06/2028,28,1694,5,5.38,0,1.76,13.76,40.54,England,"England, Scotland",right,182,0,no,2.55,2.82,54.72,0.9,17.65,0.05,0.08,0.05,0.96,1.45,0.74,1,0.05,0,0,4.52,0.27,5,0.27,0.29,0,0,45,2.39,40,11.111,0,3.98,32,2.87,35.19,1.06,25,0.58,4.57,48.84,8.61,39.51,4.73,3.13,0.43,20.77,1.22,0.96,26.78,75.79,6.06,71.93,6.91,93.08,7.97,68.67,22.05,84.82,0.85,43.75,16.08,13.18,0.09,0.74,0.11,0,0.11,50,0.58,1.54,82.76,3.19,36.67,0.27,40,0.96,1.12,3.98,77.33,0,,0,,0,0,0,0,,,0.05,,,0.05,0.05,0,0.05,0,0,England Premier League 2025-26,LWF,Keep
A. Gordon,Newcastle United,Newcastle United,"LWF, CF, LW",25,60000000,30/06/2026,23,1692,4,6.25,3,2.6,17.61,50.76,England,England,right,183,72,no,4.36,3.4,64.06,1.54,34.48,0.27,0.39,0,1.91,2.84,0.69,3,0.16,1,0.05,5.53,0.21,1,0.05,0.33,0,0,41,2.18,36.59,9.756,0.16,3.62,38.24,3.35,39.68,0.27,20,0.53,5.21,63.27,10.16,56.02,3.3,4.1,0.43,23.09,1.38,1.76,27.71,77.16,6.44,66.12,6.01,92.92,9.73,75.41,23.09,84.1,1.17,54.55,16.51,25.24,0.14,1.22,0.05,0,0.11,50,0.69,2.66,74,4.2,51.9,0.16,33.33,1.33,1.22,4.52,81.18,0,,0,,0,0,0,0,,,0.11,,,0.05,0.05,0,0.11,3,100,England Premier League 2025-26,LWF,Keep
M. Damsgaard,Brentford,Brentford,"AMF, LCMF",25,10000000,30/06/2030,25,1671,3,2.24,3,4.62,17.4,44.89,Denmark,Denmark,right,180,71,no,7.06,6.41,57.98,2.1,38.46,0.32,0.43,0.16,3.02,4.03,0.81,0,0,0,0,2.75,0.16,3,0.16,0.12,1,0.05,19,1.02,52.63,15.789,0.16,2.21,31.71,1.18,18.18,1.02,47.37,0.54,2.69,48,6.89,37.5,3.07,1.56,0.48,25.69,0.97,0.97,36.52,73.16,13.73,65.1,6.25,87.07,8.83,73.78,30.75,80.91,3.55,31.82,16.96,27.95,0.25,1.4,0.05,0.05,0.43,50,0.59,5.98,63.96,3.72,44.93,1.02,36.84,1.72,0.81,7.76,68.75,0,,0,,0,0,0,0,,,0.43,,,0.86,0.05,0,2.26,0,0,England Premier League 2025-26,AMF,Keep
J. Cullen,Burnley,Burnley,"RCMF, RDMF, LCMF",29,10000000,30/06/2027,18,1667,2,1.38,2,1.54,11.01,49.51,England,"England, Republic of Ireland",right,175,70,no,7.18,4.97,54.35,1.84,52.94,0.86,0.95,0.59,3.62,4,0.81,2,0.11,0,0,0.7,0.11,2,0.11,0.07,0,0,12,0.65,50,16.667,0.11,0.65,33.33,0.38,28.57,0.22,50,0.16,0.16,33.33,2.38,47.73,0.38,0.81,0,31.8,0.11,0.97,44.65,85.97,13.01,70.12,8.15,98.68,15.06,91.4,39.57,91.41,4.43,45.12,17.39,33.45,0.08,0.7,0.05,0.11,0.16,66.67,0.22,7.34,63.24,2,37.84,0.7,30.77,0.32,0.22,5.99,72.07,0,,0,,0,0,0,0,,,1.4,,,0.38,0,0,0.27,0,0,England Premier League 2025-26,RCMF,Keep
M. Kudus,Tottenham Hotspur,Tottenham Hotspur,"RAMF, RWF, AMF",25,50000000,30/06/2031,19,1658,2,2.33,5,3.73,26.82,34.01,Ghana,Ghana,left,177,70,no,3.64,4.02,59.46,1.47,14.81,0,0,0,1.25,1.8,1.25,3,0.16,0,0,5.65,0.11,2,0.11,0.13,0,0,24,1.3,37.5,8.333,0.27,4.34,37.5,0.22,50,4.13,36.84,0.81,6.89,49.61,18.08,30.93,2.5,3.42,0.27,17.8,1.41,0.76,27.79,78.91,5.05,76.34,8.47,94.87,8.85,71.17,22.64,87.53,0.98,61.11,16.91,21.73,0.2,1.14,0.05,0.05,0.11,100,0.76,1.57,72.41,4.07,50.67,0.05,100,0.71,1.79,3.75,79.71,0,,0,,0,0,0,0,,,0.38,,,0.38,0.11,50,2.66,0,0,England Premier League 2025-26,RAMF,Keep
Lucas Paquetà,Flamengo,West Ham United,"AMF, LCMF, CF",28,65000000,31/12/2030,18,1648,4,2.61,1,1.48,24.03,42.05,Brazil,"Brazil, Portugal",left,180,72,no,6.39,5.08,62.37,4.92,37.78,0.27,0.32,0.33,2.95,3.48,1.47,6,0.33,1,0.05,1.8,0.22,2,0.11,0.14,0,0,21,1.15,47.62,19.048,0.05,1.2,40.91,0.6,45.45,0.6,36.36,0.16,1.53,42.86,10.05,38.59,1.2,0.82,0.16,30.25,1.26,1.75,40.58,79.14,14.04,65.37,7.21,92.42,11.63,86.85,36.04,83.33,3.39,48.39,16.67,29.78,0.08,0.71,0,0,0.44,25,0.22,6.83,63.2,2.89,41.51,1.47,33.33,1.04,0.49,5.9,78.7,0,,0,,0,0,0,0,,,0.22,,,0.49,0.11,100,0.6,2,100,England Premier League 2025-26,AMF,Keep
P. Hincapié,Arsenal,Arsenal,"LB, LCB",24,40000000,30/06/2029,20,1647,1,0.33,1,0.55,14.04,58.37,Ecuador,Ecuador,left,184,77,yes,9.13,7.16,68.7,3.11,52.63,0.11,0.16,0.27,4.1,6.02,0.87,2,0.11,0,0,0.71,0.05,1,0.05,0.02,0,0,2,0.11,50,50,0.05,1.53,35.71,1.42,30.77,0.11,100,0.22,0.49,22.22,1.86,38.24,0.98,1.48,0.22,31.15,0.44,0.6,41.37,89.17,14.86,83.09,5.25,96.88,14.92,93.77,36.89,94.07,3.06,53.57,18.79,31.62,0.03,0.22,0,0,0,0,0.16,4.97,85.71,1.09,40,0.05,100,0.16,0.6,6.12,79.46,0,,0,,0,0,0,0,,,1.37,,,0,0,0,0,0,0,England Premier League 2025-26,LB,Keep
M. Jensen,Brentford,Brentford,"AMF, LDMF, RAMF",30,28000000,30/06/2026,27,1646,2,1.67,1,4.11,12.3,42.22,Denmark,Denmark,right,180,68,no,5.19,4.43,55.56,1.37,36,0,0,0.11,2.73,3.8,0.6,3,0.16,0,0,2.02,0.11,2,0.11,0.09,0,0,20,1.09,30,10,0.05,2.41,31.82,0.93,29.41,1.42,34.62,0.66,1.53,53.57,4.32,32.91,1.48,0.87,0,27.94,0.49,0.27,38.77,81.66,12.74,72.96,7.05,93.8,11.97,81.74,31.6,88.58,5.03,60.87,18.18,29.45,0.22,0.98,0.05,0,0.22,50,0.33,7.38,78.52,3.77,44.93,0.55,60,1.48,0.93,7.76,75.35,0,,0,,0,0,0,0,,,0.44,,,0.93,0.05,100,2.41,0,0,England Premier League 2025-26,AMF,Keep
